"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
" 0.000000e+00",5.54844067911721,0.891,0.057," 0.000000e+00","0","Mag"
" 0.000000e+00",5.13846384583989,0.911,0.096," 0.000000e+00","0","Cldn11"
" 0.000000e+00",5.97760695056471,0.846,0.04," 0.000000e+00","0","Mog"
" 0.000000e+00",4.78539548785162,0.88,0.092," 0.000000e+00","0","Neat1"
" 0.000000e+00",4.3330789048197,0.818,0.056," 0.000000e+00","0","Gjc3"
" 0.000000e+00",4.91369132742198,0.879,0.119," 0.000000e+00","0","Mal"
" 0.000000e+00",5.95362717187993,0.79,0.03," 0.000000e+00","0","Aspa"
" 0.000000e+00",5.06283234411316,0.998,0.248," 0.000000e+00","0","Mbp"
" 0.000000e+00",4.59120766462763,0.846,0.101," 0.000000e+00","0","Gatm"
" 0.000000e+00",4.14074713246352,0.822,0.121," 0.000000e+00","0","Apod"
" 0.000000e+00",4.60278140408922,0.774,0.093," 0.000000e+00","0","Car2"
" 0.000000e+00",5.43286332764983,0.692,0.041," 0.000000e+00","0","Mobp"
" 0.000000e+00",5.01297509946406,0.697,0.053," 0.000000e+00","0","Ugt8a"
" 0.000000e+00",4.2104441222137,0.763,0.133," 0.000000e+00","0","Kctd13"
" 0.000000e+00",3.44171917063788,0.91,0.282," 0.000000e+00","0","Enpp2"
" 0.000000e+00",5.30700677410355,1,0.408," 0.000000e+00","0","Plp1"
" 0.000000e+00",6.67732268824763,0.588,0.013," 0.000000e+00","0","C030029H02Rik"
" 0.000000e+00",5.09846137684054,0.615,0.041," 0.000000e+00","0","Fa2h"
" 0.000000e+00",4.79281812880934,0.602,0.044," 0.000000e+00","0","Litaf"
" 0.000000e+00",6.10304785690224,0.568,0.019," 0.000000e+00","0","Hapln2"
" 0.000000e+00",5.3684394839733,0.583,0.034," 0.000000e+00","0","Plekhh1"
" 0.000000e+00",2.88895870465484,0.905,0.36," 0.000000e+00","0","Ptgds"
" 0.000000e+00",5.46520629085655,0.56,0.023," 0.000000e+00","0","1700047M11Rik"
" 0.000000e+00",3.10727861474281,0.799,0.266," 0.000000e+00","0","Sept4"
" 0.000000e+00",4.42921610688947,0.592,0.07," 0.000000e+00","0","Tspan2"
" 0.000000e+00",3.06908166636593,0.817,0.307," 0.000000e+00","0","Tubb4a"
" 0.000000e+00",5.89596914857895,0.526,0.019," 0.000000e+00","0","St18"
" 0.000000e+00",2.95855355529207,0.901,0.399," 0.000000e+00","0","Pde4b"
" 0.000000e+00",3.92688807382735,0.535,0.035," 0.000000e+00","0","Bcas1"
" 0.000000e+00",2.63241410824445,0.758,0.27," 0.000000e+00","0","Qk"
" 0.000000e+00",2.81312145278625,0.683,0.196," 0.000000e+00","0","Dock10"
" 0.000000e+00",4.53694930407168,0.504,0.05," 0.000000e+00","0","Gpr37"
" 0.000000e+00",5.49940858747403,0.472,0.022," 0.000000e+00","0","Ermn"
" 0.000000e+00",3.87830495143206,0.521,0.073," 0.000000e+00","0","Tmbim1"
" 0.000000e+00",3.68247935930102,0.486,0.043," 0.000000e+00","0","Sox10"
" 0.000000e+00",2.80109434450711,0.921,0.483," 0.000000e+00","0","Scd2"
" 0.000000e+00",2.36024931776546,0.985,0.551," 0.000000e+00","0","Edil3"
" 0.000000e+00",2.72637194668139,0.565,0.139," 0.000000e+00","0","Zfp536"
" 0.000000e+00",2.99460654208668,0.623,0.203," 0.000000e+00","0","Cntn2"
" 0.000000e+00",3.65680747063784,0.474,0.061," 0.000000e+00","0","Csrp1"
" 0.000000e+00",5.03854625003185,0.433,0.023," 0.000000e+00","0","Tmem63a"
" 0.000000e+00",4.52922984434325,0.442,0.033," 0.000000e+00","0","Tnfaip6"
" 0.000000e+00",3.4616627070554,0.537,0.128," 0.000000e+00","0","Ccp110"
" 0.000000e+00",4.46700722895728,0.445,0.037," 0.000000e+00","0","Trf"
" 0.000000e+00",1.72338337413614,0.63,0.225," 0.000000e+00","0","Glul"
" 0.000000e+00",4.13378924111754,0.466,0.062," 0.000000e+00","0","Cnp"
" 0.000000e+00",2.27580392807212,0.896,0.494," 0.000000e+00","0","Mast4"
" 0.000000e+00",4.65972929994809,0.439,0.039," 0.000000e+00","0","Trim59"
" 0.000000e+00",3.59841845527979,0.487,0.087," 0.000000e+00","0","Phldb1"
" 0.000000e+00",5.51628418517867,0.411,0.015," 0.000000e+00","0","Plekhg3"
" 0.000000e+00",3.69757164591736,0.45,0.056," 0.000000e+00","0","Pllp"
" 0.000000e+00",2.07292209039536,0.94,0.546," 0.000000e+00","0","Pex5l"
" 0.000000e+00",3.00764910760807,0.574,0.182," 0.000000e+00","0","Dbndd2"
" 0.000000e+00",3.77251564651394,0.451,0.06," 0.000000e+00","0","Fgfr2"
" 0.000000e+00",3.49237773083953,0.455,0.067," 0.000000e+00","0","Cmtm5"
" 0.000000e+00",2.49420177630406,0.742,0.356," 0.000000e+00","0","Fnbp1"
" 0.000000e+00",2.6700529686012,0.644,0.263," 0.000000e+00","0","Aatk"
" 0.000000e+00",2.36866695308733,0.849,0.469," 0.000000e+00","0","Tmeff2"
" 0.000000e+00",4.7201778168886,0.402,0.028," 0.000000e+00","0","Ttyh2"
" 0.000000e+00",2.79031340975823,0.564,0.191," 0.000000e+00","0","Rcbtb1"
" 0.000000e+00",2.47074295326222,0.534,0.162," 0.000000e+00","0","Frmd4b"
" 0.000000e+00",3.00099974759118,0.45,0.079," 0.000000e+00","0","Hepacam"
" 0.000000e+00",6.2725028960512,0.379,0.009," 0.000000e+00","0","Gm4593"
" 0.000000e+00",0.663035410972432,0.629,0.26," 0.000000e+00","0","Apoe"
" 0.000000e+00",2.48330294300696,0.647,0.28," 0.000000e+00","0","Kif13b"
" 0.000000e+00",3.04389997901806,0.477,0.122," 0.000000e+00","0","Plcl1"
" 0.000000e+00",3.454647597386,0.445,0.09," 0.000000e+00","0","Qdpr"
" 0.000000e+00",6.51183232836942,0.362,0.008," 0.000000e+00","0","Gm42756"
" 0.000000e+00",2.8840066955546,0.48,0.14," 0.000000e+00","0","Slc12a2"
" 0.000000e+00",5.13527512018311,0.361,0.021," 0.000000e+00","0","Il33"
" 0.000000e+00",2.2893537019881,0.445,0.106," 0.000000e+00","0","Cd9"
" 0.000000e+00",2.30289474247078,0.768,0.432," 0.000000e+00","0","Map7"
" 0.000000e+00",2.59878023117987,0.536,0.2," 0.000000e+00","0","Lgi3"
" 0.000000e+00",3.14104720674442,0.387,0.053," 0.000000e+00","0","Clic4"
" 0.000000e+00",2.74045013324425,0.459,0.127," 0.000000e+00","0","Clmn"
" 0.000000e+00",4.90344888168567,0.351,0.023," 0.000000e+00","0","Myrf"
" 0.000000e+00",5.4679078228899,0.34,0.015," 0.000000e+00","0","Anln"
" 0.000000e+00",4.90115552864583,0.348,0.023," 0.000000e+00","0","Opalin"
" 0.000000e+00",5.56494831836244,0.332,0.014," 0.000000e+00","0","Sec14l5"
" 0.000000e+00",2.15626162977419,0.96,0.642," 0.000000e+00","0","Cdc37l1"
" 0.000000e+00",5.27098727903147,0.333,0.016," 0.000000e+00","0","Pde8a"
" 0.000000e+00",5.68778997495888,0.324,0.011," 0.000000e+00","0","Galnt6"
" 0.000000e+00",3.43185436564134,0.358,0.049," 0.000000e+00","0","Daam2"
" 0.000000e+00",2.6533553283743,0.421,0.113," 0.000000e+00","0","Gprc5b"
" 0.000000e+00",2.12446031189844,0.813,0.507," 0.000000e+00","0","Sept7"
" 0.000000e+00",1.70040880870067,0.828,0.523," 0.000000e+00","0","Zeb2"
" 0.000000e+00",4.43470650041521,0.332,0.03," 0.000000e+00","0","Pstpip2"
" 0.000000e+00",4.10152266904703,0.327,0.032," 0.000000e+00","0","Creb5"
" 0.000000e+00",2.10566086668193,0.76,0.465," 0.000000e+00","0","Ttll7"
" 0.000000e+00",3.978772740023,0.339,0.045," 0.000000e+00","0","Cryab"
" 0.000000e+00",2.17337612524315,0.61,0.324," 0.000000e+00","0","Ankrd28"
" 0.000000e+00",3.72693383363013,0.321,0.037," 0.000000e+00","0","Plekhg1"
" 0.000000e+00",1.93032036786241,0.742,0.46," 0.000000e+00","0","Fth1"
" 0.000000e+00",1.18079518877224,0.985,0.707," 0.000000e+00","0","Slc24a2"
" 0.000000e+00",2.24536729618575,0.536,0.26," 0.000000e+00","0","Josd2"
" 0.000000e+00",2.28460892270468,0.55,0.274," 0.000000e+00","0","Sgk1"
" 0.000000e+00",2.86601507417698,0.376,0.101," 0.000000e+00","0","Erbin"
" 0.000000e+00",2.82316388836408,0.369,0.105," 0.000000e+00","0","Kif13a"
" 0.000000e+00",1.55173849094995,0.724,0.46," 0.000000e+00","0","Cd81"
" 0.000000e+00",6.46501380710045,0.269,0.006," 0.000000e+00","0","Ankub1"
" 0.000000e+00",4.80257682942406,0.281,0.018," 0.000000e+00","0","Olfml1"
" 0.000000e+00",5.40158736512789,0.272,0.012," 0.000000e+00","0","Ppp1r14a"
" 0.000000e+00",3.68516619985139,0.291,0.036," 0.000000e+00","0","Gab1"
" 0.000000e+00",1.91202585804575,0.615,0.365," 0.000000e+00","0","Rnf13"
" 0.000000e+00",3.03458974257476,0.309,0.062," 0.000000e+00","0","Adamtsl1"
" 0.000000e+00",2.58350790031037,0.303,0.059," 0.000000e+00","0","Olig1"
" 0.000000e+00",3.77269212049456,0.277,0.035," 0.000000e+00","0","Ndrg1"
" 0.000000e+00",1.49925299272332,0.778,0.537," 0.000000e+00","0","Nkain2"
" 0.000000e+00",3.27360488045572,0.299,0.06," 0.000000e+00","0","Arhgef10"
" 0.000000e+00",1.50637115908407,0.874,0.645," 0.000000e+00","0","Clasp2"
" 0.000000e+00",1.10211698880635,0.989,0.761," 0.000000e+00","0","Pcdh9"
" 0.000000e+00",3.7062615349461,0.263,0.036," 0.000000e+00","0","Lpar1"
" 0.000000e+00",4.14482304292276,0.25,0.028," 0.000000e+00","0","Nkain1"
" 0.000000e+00",3.61934450107839,0.256,0.035," 0.000000e+00","0","Rhog"
" 0.000000e+00",1.60710915048632,0.718,0.499," 0.000000e+00","0","Dnm3"
" 0.000000e+00",3.45987961772201,0.252,0.043," 0.000000e+00","0","Gsn"
" 0.000000e+00",1.28349842395526,0.988,0.803," 0.000000e+00","0","Rtn4"
" 0.000000e+00",1.73040289181701,0.995,0.818," 0.000000e+00","0","Mapt"
" 0.000000e+00",1.98690473680611,0.999,0.833," 0.000000e+00","0","Aplp1"
" 0.000000e+00",1.0833958019058,0.994,0.842," 0.000000e+00","0","Gpm6b"
" 0.000000e+00",0.921118650240955,0.999,0.966," 0.000000e+00","0","App"
"9.881313e-323",1.05627921035215,0.95,0.77,"1.891382e-318","0","Magi2"
"9.676078e-318",3.09053145743691,0.335,0.088,"1.852098e-313","0","Arrdc3"
"8.044870e-316",2.58574934328264,0.394,0.125,"1.539869e-311","0","Rab31"
"7.082420e-312",1.72647998160445,0.664,0.472,"1.355646e-307","0","Tmod2"
"9.809842e-310",2.77720892831971,0.379,0.122,"1.877702e-305","0","Arhgap23"
"1.049533e-308",2.32952185936703,0.459,0.184,"2.008911e-304","0","Ano4"
"2.924361e-306",3.37448979358345,0.257,0.049,"5.597520e-302","0","Elovl7"
"4.213690e-305",2.75383608678707,0.35,0.1,"8.065424e-301","0","Cers2"
"7.825547e-299",2.05676858818715,0.561,0.312,"1.497888e-294","0","Stmn4"
"1.826400e-296",0.93634238226859,0.954,0.753,"3.495912e-292","0","Ncam1"
"7.363326e-292",2.49150160783356,0.408,0.149,"1.409414e-287","0","Cdk19"
"7.067399e-286",2.55114922625253,0.398,0.144,"1.352771e-281","0","Usp54"
"3.141404e-281",0.983675971944651,0.949,0.735,"6.012961e-277","0","Atp8a1"
"9.276255e-277",3.14747525426336,0.25,0.051,"1.775568e-272","0","Tmem229a"
"1.444434e-274",1.00455149216607,0.958,0.783,"2.764791e-270","0","Kif1b"
"2.235543e-266",0.87911513905301,0.983,0.798,"4.279053e-262","0","Mbnl2"
"4.752888e-265",2.36696201413159,0.415,0.17,"9.097504e-261","0","Dnajb2"
"2.485857e-261",2.97080233220696,0.283,0.073,"4.758179e-257","0","Micall1"
"2.122218e-260",0.92797697811627,0.983,0.818,"4.062137e-256","0","Syt11"
"2.571821e-259",1.85067054182165,0.512,0.258,"4.922722e-255","0","Myo6"
"8.673907e-258",2.38479150634994,0.413,0.172,"1.660272e-253","0","Slain1"
"1.609042e-257",2.1319374345213,0.452,0.205,"3.079866e-253","0","Abhd17b"
"1.731696e-252",2.58402695135086,0.315,0.093,"3.314639e-248","0","Wscd1"
"5.924311e-249",1.74806342932187,0.569,0.348,"1.133972e-244","0","Frmd5"
"1.131010e-242",1.79088183914822,0.603,0.435,"2.164865e-238","0","Zdhhc20"
"1.183933e-241",0.989956664614327,0.916,0.739,"2.266166e-237","0","Mat2a"
"8.950075e-241",3.00223881989122,0.26,0.066,"1.713134e-236","0","Pls1"
"4.109271e-238",2.13053650124906,0.43,0.192,"7.865557e-234","0","Grb14"
"1.055582e-233",2.1912275948738,0.436,0.204,"2.020490e-229","0","Ppp1r16b"
"4.246179e-222",1.53464592565396,0.615,0.446,"8.127611e-218","0","Lamp1"
"2.652454e-221",2.23087927276026,0.314,0.1,"5.077061e-217","0","Chd7"
"3.334003e-218",1.90116289252565,0.49,0.28,"6.381616e-214","0","Abca2"
"3.877646e-218",1.6135281401427,0.615,0.453,"7.422201e-214","0","Tulp4"
"3.182781e-211",1.63421262577307,0.559,0.381,"6.092162e-207","0","Slc44a1"
"7.221184e-211",2.44974267162154,0.264,0.075,"1.382207e-206","0","Csf1"
"3.499957e-210",2.48920709300846,0.316,0.112,"6.699268e-206","0","Phlpp1"
"4.733369e-200",2.38436453056626,0.316,0.116,"9.060142e-196","0","Fbxo7"
"2.550154e-199",1.32221124856339,0.493,0.257,"4.881250e-195","0","Plxdc2"
"4.122440e-193",2.10318457464635,0.397,0.192,"7.890763e-189","0","Ppp2r3a"
"1.575980e-189",2.25355470152256,0.346,0.146,"3.016583e-185","0","Ddr1"
"2.929041e-185",1.88638653668112,0.368,0.156,"5.606477e-181","0","Tmcc3"
"2.669829e-183",2.00532630072908,0.355,0.152,"5.110320e-179","0","Sh3d19"
"1.291423e-180",1.53949799046987,0.554,0.396,"2.471912e-176","0","Epb41l3"
"3.452647e-180",0.882147591962695,0.827,0.666,"6.608711e-176","0","Gnao1"
"2.019179e-177",1.97225005687252,0.407,0.214,"3.864910e-173","0","Slc48a1"
"8.358595e-177",2.46318898796255,0.259,0.084,"1.599919e-172","0","Rffl"
"3.118113e-176",0.530223539936886,1,0.997,"5.968380e-172","0","Gm42418"
"1.508514e-168",2.26626397934199,0.33,0.143,"2.887447e-164","0","Adipor2"
"1.401794e-167",2.19329157311757,0.283,0.103,"2.683173e-163","0","St6gal1"
"3.295551e-163",0.524501848377085,0.999,0.979,"6.308015e-159","0","Ank2"
"6.623452e-163",1.82721681656914,0.424,0.238,"1.267795e-158","0","Dip2a"
"5.767075e-160",2.32959833608474,0.294,0.119,"1.103876e-155","0","Map6d1"
"2.113738e-157",2.35094418499955,0.269,0.099,"4.045905e-153","0","Efnb3"
"8.457439e-155",1.33104644441361,0.602,0.501,"1.618838e-150","0","Nfasc"
"1.242714e-153",1.87074092443647,0.393,0.214,"2.378679e-149","0","Sec11c"
"1.751699e-153",2.21728180574539,0.326,0.149,"3.352928e-149","0","Sytl2"
"2.792603e-150",2.19994138072519,0.286,0.116,"5.345321e-146","0","Smad7"
"9.288483e-148",1.91880646194839,0.362,0.185,"1.777908e-143","0","St6galnac3"
"3.860095e-145",1.97205146911399,0.361,0.188,"7.388608e-141","0","Ypel2"
"6.181466e-143",0.625184367561855,0.972,0.8,"1.183194e-138","0","Itm2b"
"1.167916e-140",1.71368453285153,0.437,0.28,"2.235508e-136","0","Klhl2"
"9.286973e-140",1.24722098085414,0.615,0.513,"1.777619e-135","0","Wnk1"
"1.670401e-139",2.13713324629564,0.296,0.129,"3.197315e-135","0","Sccpdh"
"1.596853e-138",1.14107871917803,0.589,0.484,"3.056537e-134","0","Slc38a2"
"1.519331e-137",1.73199820403794,0.424,0.265,"2.908152e-133","0","Otud7b"
"1.721386e-136",1.71066200206639,0.43,0.276,"3.294904e-132","0","Cipc"
"1.758853e-134",1.47000564604642,0.492,0.359,"3.366621e-130","0","Bin1"
"9.349351e-132",1.78808302863436,0.35,0.183,"1.789559e-127","0","Pip4k2a"
"2.205228e-130",1.87769736515518,0.378,0.22,"4.221028e-126","0","Cpox"
"7.313563e-129",1.95827921649274,0.311,0.148,"1.399889e-124","0","Endod1"
"5.645885e-126",0.452246133594223,0.993,0.83,"1.080679e-121","0","Lrp1b"
"9.035950e-125",0.642930872815516,0.948,0.789,"1.729571e-120","0","Kif21a"
"1.403096e-124",1.48478919168884,0.462,0.329,"2.685667e-120","0","Vmp1"
"1.311640e-120",1.85071435478127,0.35,0.196,"2.510609e-116","0","Mettl7a1"
"1.935322e-117",1.90223519904291,0.348,0.198,"3.704400e-113","0","Polr3e"
"9.004199e-115",0.699934465436218,0.837,0.711,"1.723494e-110","0","Actb"
"4.025842e-113",1.72825363084053,0.38,0.235,"7.705865e-109","0","Daam1"
"1.540962e-105",1.65109975676331,0.393,0.26,"2.949555e-101","0","Ube2d1"
"3.345513e-105",1.4726854947301,0.42,0.288,"6.403646e-101","0","Npc1"
"8.441760e-104",1.26417231532319,0.516,0.42," 1.615837e-99","0","Kcna1"
"2.059867e-103",0.673048226119689,0.826,0.693," 3.942792e-99","0","Hsp90ab1"
"2.112673e-100",1.81793075833367,0.282,0.14," 4.043867e-96","0","Sema6a"
" 1.206873e-99",1.65118416173191,0.36,0.224," 2.310076e-95","0","Ywhaq"
" 1.663857e-99",0.956329440450812,0.498,0.329," 3.184789e-95","0","Ptprk"
" 1.956523e-97",1.80540803873064,0.338,0.204," 3.744980e-93","0","Kndc1"
" 2.610890e-91",1.85999365403804,0.292,0.161," 4.997505e-87","0","Gstp1"
" 2.975631e-91",1.57047632826637,0.371,0.249," 5.695654e-87","0","Shtn1"
" 5.171292e-90",1.2521779159461,0.434,0.31," 9.898369e-86","0","Il1rap"
" 6.343941e-85",1.70553063054515,0.297,0.17," 1.214294e-80","0","Fam53b"
" 1.914882e-83",1.13948738612867,0.51,0.44," 3.665275e-79","0","Tmbim6"
" 8.942571e-83",1.26913584809864,0.483,0.411," 1.711698e-78","0","Plekha1"
" 2.946915e-82",0.486089418249753,0.963,0.817," 5.640690e-78","0","Hnrnpa2b1"
" 1.527286e-81",1.45842304389364,0.394,0.287," 2.923379e-77","0","Atp1b3"
" 3.832533e-80",1.62424211993234,0.329,0.211," 7.335852e-76","0","Nbas"
" 6.788011e-78",1.42002991238097,0.417,0.323," 1.299293e-73","0","Dock9"
" 1.817482e-77",1.2162458291786,0.457,0.376," 3.478842e-73","0","Pak1"
" 2.443173e-76",0.938844318129387,0.583,0.533," 4.676478e-72","0","Cdc42bpa"
" 1.232515e-74",1.22719781593067,0.437,0.349," 2.359156e-70","0","Agpat4"
" 6.898110e-72",1.62811401935997,0.298,0.184," 1.320367e-67","0","Degs1"
" 7.808502e-71",1.40546793995435,0.276,0.155," 1.494625e-66","0","Tsc22d4"
" 1.002595e-69",1.73784924526647,0.258,0.147," 1.919068e-65","0","Zfp280c"
" 3.043263e-68",0.691246890979734,0.266,0.135," 5.825110e-64","0","Htra1"
" 3.547758e-68",1.66600986756006,0.318,0.215," 6.790764e-64","0","Kctd3"
" 3.997011e-67",1.41963867344733,0.303,0.188," 7.650680e-63","0","Sox8"
" 4.256257e-67",1.52412167889456,0.325,0.22," 8.146902e-63","0","Sypl"
" 6.483434e-67",1.51701458827028,0.318,0.212," 1.240994e-62","0","Tbc1d5"
" 1.217235e-66",1.25064435258245,0.343,0.227," 2.329909e-62","0","Igsf11"
" 9.925019e-66",1.13368354931512,0.442,0.373," 1.899748e-61","0","Tcf12"
" 2.754759e-65",1.1977843765438,0.442,0.383," 5.272884e-61","0","Exoc6b"
" 5.025760e-65",0.588824481790232,0.709,0.632," 9.619807e-61","0","Prnp"
" 2.849737e-64",1.08497668149764,0.459,0.401," 5.454681e-60","0","Itch"
" 4.182187e-64",1.27794756172755,0.393,0.307," 8.005125e-60","0","Snx30"
" 1.709520e-63",1.3393164735519,0.371,0.282," 3.272192e-59","0","March8"
" 1.177576e-61",1.35015965856706,0.286,0.174," 2.253999e-57","0","Chn2"
" 2.292066e-61",0.506341678034064,0.856,0.727," 4.387244e-57","0","Trim2"
" 1.152432e-56",1.41290773647948,0.334,0.249," 2.205870e-52","0","Desi1"
" 2.928542e-54",0.56027608038223,0.738,0.688," 5.605523e-50","0","Pafah1b1"
" 6.476205e-54",0.428810464356728,0.932,0.789," 1.239610e-49","0","Gabbr1"
" 3.155358e-53",1.05463271498337,0.448,0.4," 6.039671e-49","0","Map4"
" 5.325716e-53",1.03767667303943,0.434,0.367," 1.019395e-48","0","Shisa4"
" 1.037931e-52",1.32368744720587,0.316,0.226," 1.986704e-48","0","Rcan2"
" 5.106453e-50",1.33328019492555,0.321,0.238," 9.774261e-46","0","Nrbp2"
" 7.307648e-50",1.08380003592441,0.427,0.376," 1.398757e-45","0","Gnai1"
" 1.704127e-49",0.399635096716954,0.957,0.828," 3.261870e-45","0","Dst"
" 1.921967e-46",1.37601662047948,0.273,0.186," 3.678837e-42","0","Cerk"
" 5.146122e-46",1.50431676779613,0.255,0.171," 9.850191e-42","0","Bcar1"
" 3.481281e-45",1.12520250174883,0.4,0.353," 6.663520e-41","0","Fryl"
" 5.007592e-43",1.21457339501714,0.333,0.26," 9.585032e-39","0","Ptma"
" 8.748137e-43",1.24245830751132,0.341,0.276," 1.674481e-38","0","Agap1"
" 9.418257e-43",0.593114812094647,0.518,0.464," 1.802749e-38","0","Ptn"
" 3.723657e-39",0.792509666232744,0.507,0.518," 7.127451e-35","0","Dip2b"
" 7.456552e-38",0.614205257778838,0.614,0.611," 1.427259e-33","0","Trim35"
" 8.299878e-38",0.363863063816318,0.994,0.896," 1.588680e-33","0","Ank3"
" 9.196793e-38",1.43196503052421,0.25,0.177," 1.760358e-33","0","Tppp"
" 1.104303e-37",1.26226667364542,0.326,0.266," 2.113746e-33","0","Efcab14"
" 8.394954e-36",0.851608226393078,0.296,0.208," 1.606878e-31","0","Nfia"
" 6.134839e-35",0.317324299230235,0.933,0.79," 1.174270e-30","0","Aplp2"
" 7.832404e-33",0.846319975493078,0.445,0.434," 1.499200e-28","0","Lpgat1"
" 4.312993e-32",1.29207093621456,0.264,0.199," 8.255499e-28","0","Jam3"
" 7.034905e-32",1.08191421277938,0.357,0.32," 1.346551e-27","0","Secisbp2l"
" 2.009942e-31",0.840009606345119,0.405,0.365," 3.847229e-27","0","Limch1"
" 1.441935e-30",1.2055649775146,0.306,0.255," 2.760008e-26","0","Dixdc1"
" 2.102270e-30",1.17442909277482,0.276,0.214," 4.023955e-26","0","Retreg1"
" 2.692794e-30",0.920835273329027,0.416,0.404," 5.154277e-26","0","Tmem151a"
" 1.679930e-29",1.14825071015453,0.282,0.222," 3.215555e-25","0","Foxn3"
" 3.673056e-29",0.395924002935054,0.788,0.73," 7.030596e-25","0","Ddx17"
" 7.112793e-29",1.12187341297926,0.339,0.302," 1.361460e-24","0","Acaca"
" 1.336972e-28",1.0620601959767,0.315,0.263," 2.559098e-24","0","Nfix"
" 1.655519e-28",1.1056882999926,0.331,0.295," 3.168829e-24","0","Ptpn11"
" 1.472527e-27",1.21877492366994,0.277,0.224," 2.818564e-23","0","Klf13"
" 1.723970e-26",0.704220223014943,0.532,0.578," 3.299850e-22","0","Fbxl5"
" 2.592388e-26",1.0881210905204,0.291,0.241," 4.962089e-22","0","Scarb2"
" 1.464490e-25",1.13235521587448,0.283,0.235," 2.803181e-21","0","Serinc5"
" 1.489697e-25",0.986851314926787,0.367,0.348," 2.851429e-21","0","Baz2b"
" 2.969262e-25",1.06505623751076,0.26,0.203," 5.683465e-21","0","Rhob"
" 2.539947e-22",0.507891879042155,0.539,0.558," 4.861712e-18","0","Mbnl1"
" 1.444552e-19",0.653214604667738,0.385,0.363," 2.765017e-15","0","Elmo1"
" 1.678071e-18",0.783062863998621,0.445,0.485," 3.211997e-14","0","Tmcc1"
" 8.877759e-17",0.739545294467831,0.28,0.235," 1.699292e-12","0","Stxbp6"
" 4.831672e-16",0.928772126943478,0.329,0.32," 9.248304e-12","0","Itsn2"
" 1.295075e-14",0.714312110435285,0.412,0.438," 2.478904e-10","0","Reep5"
" 1.512397e-14",0.401129625219894,0.374,0.333," 2.894879e-10","0","Spock3"
" 2.066647e-14",0.901972842159332,0.293,0.274," 3.955769e-10","0","Map4k4"
" 4.780013e-14",0.851397756438205,0.322,0.314," 9.149422e-10","0","Ccdc50"
" 1.508581e-13",0.776719801055152,0.335,0.327," 2.887575e-09","0","Pik3r1"
" 4.474774e-13",0.612973190202712,0.468,0.513," 8.565165e-09","0","Hook3"
" 6.612669e-13",0.89263811114078,0.274,0.252," 1.265731e-08","0","Cuedc1"
" 8.025055e-13",0.381363158102765,0.628,0.663," 1.536076e-08","0","Hnrnpdl"
" 8.737866e-13",0.876225532855898,0.328,0.333," 1.672515e-08","0","Txndc16"
" 1.519064e-12",0.732097319973492,0.375,0.386," 2.907640e-08","0","Pak7"
" 5.377026e-12",0.925542269376323,0.284,0.273," 1.029217e-07","0","9330159F19Rik"
" 3.116041e-10",0.956991957965065,0.255,0.243," 5.964415e-06","0","Fsd1l"
" 3.127223e-10",0.772329331368557,0.361,0.392," 5.985818e-06","0","Map4k5"
" 4.824534e-10",0.490442408539329,0.522,0.589," 9.234641e-06","0","Zfp638"
" 5.025605e-09",0.746972018426832,0.357,0.391," 9.619511e-05","0","Add1"
" 3.258100e-08",0.766847114453745,0.321,0.343," 6.236329e-04","0","Dpysl2"
" 2.961746e-06",0.304403411253101,0.178,0.253," 5.669079e-02","0","Selenom"
" 2.977687e-06",0.695225892384083,0.322,0.348," 5.699591e-02","0","Neo1"
" 6.138536e-06",0.762531981179423,0.267,0.271," 1.174977e-01","0","Vldlr"
" 1.135694e-05",0.265126625717569,0.238,0.338," 2.173832e-01","0","Paip2"
" 1.139378e-05",0.817627186237428,0.249,0.254," 2.180884e-01","0","Snx1"
" 1.150240e-05",0.581632659977096,0.391,0.448," 2.201675e-01","0","Hsp90aa1"
" 1.397071e-05",0.594864782431439,0.284,0.293," 2.674133e-01","0","Epn2"
" 2.486035e-05",0.250074851255663,0.247,0.345," 4.758519e-01","0","Selenok"
" 9.516888e-05",0.745154137880707,0.277,0.299," 1.000000e+00","0","Lrch3"
" 1.004813e-04",0.353108281228093,0.198,0.274," 1.000000e+00","0","Prrt1"
" 2.190563e-04",0.389533068503265,0.327,0.338," 1.000000e+00","0","Sorcs1"
" 2.515349e-04",0.715091880384416,0.287,0.313," 1.000000e+00","0","Fez1"
" 3.106878e-04",0.665093772311024,0.294,0.327," 1.000000e+00","0","Retreg3"
" 4.242499e-04",0.58368767076209,0.348,0.398," 1.000000e+00","0","Fam208a"
" 4.385391e-04",0.300095916255428,0.197,0.264," 1.000000e+00","0","Cadm4"
" 5.533897e-04",0.380212192584923,0.226,0.309," 1.000000e+00","0","Xpo6"
" 2.081728e-03",0.739243342121224,0.284,0.316," 1.000000e+00","0","Cpd"
" 2.655759e-03",0.350380753471525,0.198,0.261," 1.000000e+00","0","Zfp740"
" 2.765190e-03",0.650368212662802,0.245,0.254," 1.000000e+00","0","Sema6d"
" 2.869466e-03",0.289399038633012,0.304,0.411," 1.000000e+00","0","Map1a"
" 7.985712e-03",0.411245725489042,0.267,0.363," 1.000000e+00","0","Clasrp"
" 8.522905e-03",0.361710521238495,0.212,0.276," 1.000000e+00","0","Metap1d"
